pokemon,move,move_human,left_min_level,left_groups,right_groups
fraxure,dual-chop,Dual Chop,30,sword-shield,scarlet-violet
fraxure,laser-focus,Laser Focus,33,sword-shield,scarlet-violet
haxorus,dual-chop,Dual Chop,30,sword-shield,scarlet-violet
haxorus,laser-focus,Laser Focus,33,sword-shield,scarlet-violet
cubchoo,hail,Hail,30,sword-shield,scarlet-violet
beartic,hail,Hail,30,sword-shield,scarlet-violet
cryogonal,laser-focus,Laser Focus,12,sword-shield,scarlet-violet
shelmet,body-slam,Body Slam,36,sword-shield,scarlet-violet
shelmet,acid,Acid,4,sword-shield,scarlet-violet
shelmet,absorb,Absorb,1,sword-shield,scarlet-violet
shelmet,mega-drain,Mega Drain,12,sword-shield,scarlet-violet
shelmet,recover,Recover,40,sword-shield,scarlet-violet
shelmet,acid-armor,Acid Armor,24,sword-shield,scarlet-violet
shelmet,curse,Curse,8,sword-shield,scarlet-violet
shelmet,protect,Protect,1,sword-shield,scarlet-violet
shelmet,giga-drain,Giga Drain,28,sword-shield,scarlet-violet
shelmet,yawn,Yawn,20,sword-shield,scarlet-violet
shelmet,guard-swap,Guard Swap,32,sword-shield,scarlet-violet
shelmet,bug-buzz,Bug Buzz,44,sword-shield,scarlet-violet
shelmet,final-gambit,Final Gambit,48,sword-shield,scarlet-violet
shelmet,struggle-bug,Struggle Bug,16,sword-shield,scarlet-violet
accelgor,body-slam,Body Slam,1,sword-shield,scarlet-violet
accelgor,acid,Acid,1,sword-shield,scarlet-violet
accelgor,absorb,Absorb,1,sword-shield,scarlet-violet
accelgor,mega-drain,Mega Drain,12,sword-shield,scarlet-violet
accelgor,toxic,Toxic,52,sword-shield,scarlet-violet
accelgor,agility,Agility,24,sword-shield,scarlet-violet
accelgor,quick-attack,Quick Attack,1,sword-shield,scarlet-violet
accelgor,double-team,Double Team,1,sword-shield,scarlet-violet
accelgor,recover,Recover,40,sword-shield,scarlet-violet
accelgor,swift,Swift,20,sword-shield,scarlet-violet
accelgor,acid-armor,Acid Armor,1,sword-shield,scarlet-violet
accelgor,curse,Curse,1,sword-shield,scarlet-violet
accelgor,giga-drain,Giga Drain,28,sword-shield,scarlet-violet
accelgor,yawn,Yawn,1,sword-shield,scarlet-violet
accelgor,u-turn,U Turn,36,sword-shield,scarlet-violet
accelgor,power-swap,Power Swap,32,sword-shield,scarlet-violet
accelgor,guard-swap,Guard Swap,1,sword-shield,scarlet-violet
accelgor,bug-buzz,Bug Buzz,44,sword-shield,scarlet-violet
accelgor,acid-spray,Acid Spray,1,sword-shield,scarlet-violet
accelgor,final-gambit,Final Gambit,48,sword-shield,scarlet-violet
accelgor,struggle-bug,Struggle Bug,16,sword-shield,scarlet-violet
accelgor,water-shuriken,Water Shuriken,1,sword-shield,scarlet-violet
stunfisk,tackle,Tackle,1,sword-shield,scarlet-violet
stunfisk,water-gun,Water Gun,1,sword-shield,scarlet-violet
stunfisk,thunder-shock,Thunder Shock,1,sword-shield,scarlet-violet
stunfisk,fissure,Fissure,55,sword-shield,scarlet-violet
stunfisk,flail,Flail,50,sword-shield,scarlet-violet
stunfisk,mud-slap,Mud Slap,1,sword-shield,scarlet-violet
stunfisk,endure,Endure,5,sword-shield,scarlet-violet
stunfisk,charge,Charge,20,sword-shield,scarlet-violet
stunfisk,revenge,Revenge,15,sword-shield,scarlet-violet
stunfisk,muddy-water,Muddy Water,40,sword-shield,scarlet-violet
stunfisk,bounce,Bounce,35,sword-shield,scarlet-violet
stunfisk,mud-shot,Mud Shot,10,sword-shield,scarlet-violet
stunfisk,sucker-punch,Sucker Punch,25,sword-shield,scarlet-violet
stunfisk,discharge,Discharge,45,sword-shield,scarlet-violet
stunfisk,electric-terrain,Electric Terrain,30,sword-shield,scarlet-violet
druddigon,scratch,Scratch,1,sword-shield,scarlet-violet
druddigon,leer,Leer,1,sword-shield,scarlet-violet
druddigon,bite,Bite,5,sword-shield,scarlet-violet
druddigon,slash,Slash,25,sword-shield,scarlet-violet
druddigon,scary-face,Scary Face,20,sword-shield,scarlet-violet
druddigon,outrage,Outrage,50,sword-shield,scarlet-violet
druddigon,metal-claw,Metal Claw,15,sword-shield,scarlet-violet
druddigon,crunch,Crunch,40,sword-shield,scarlet-violet
druddigon,superpower,Superpower,55,sword-shield,scarlet-violet
druddigon,dragon-claw,Dragon Claw,30,sword-shield,scarlet-violet
druddigon,iron-head,Iron Head,45,sword-shield,scarlet-violet
druddigon,hone-claws,Hone Claws,35,sword-shield,scarlet-violet
druddigon,dragon-tail,Dragon Tail,10,sword-shield,scarlet-violet
golurk,mud-slap,Mud Slap,1,sword-shield,scarlet-violet
golurk,focus-punch,Focus Punch,1,sword-shield,scarlet-violet
pawniard,laser-focus,Laser Focus,50,sword-shield,scarlet-violet
bouffalant,swords-dance,Swords Dance,45,sword-shield,scarlet-violet
bouffalant,horn-attack,Horn Attack,25,sword-shield,scarlet-violet
bouffalant,fury-attack,Fury Attack,10,sword-shield,scarlet-violet
bouffalant,tackle,Tackle,1,sword-shield,scarlet-violet
bouffalant,leer,Leer,1,sword-shield,scarlet-violet
bouffalant,focus-energy,Focus Energy,5,sword-shield,scarlet-violet
bouffalant,reversal,Reversal,30,sword-shield,scarlet-violet
bouffalant,scary-face,Scary Face,20,sword-shield,scarlet-violet
bouffalant,megahorn,Megahorn,50,sword-shield,scarlet-violet
bouffalant,revenge,Revenge,15,sword-shield,scarlet-violet
bouffalant,giga-impact,Giga Impact,55,sword-shield,scarlet-violet
bouffalant,head-charge,Head Charge,40,sword-shield,scarlet-violet
bouffalant,throat-chop,Throat Chop,35,sword-shield,scarlet-violet
bisharp,laser-focus,Laser Focus,50,sword-shield,scarlet-violet
braviary,brave-bird,Brave Bird,80,sword-shield,scarlet-violet
heatmor,bind,Bind,30,sword-shield,scarlet-violet
heatmor,tackle,Tackle,1,sword-shield,scarlet-violet
heatmor,fire-spin,Fire Spin,50,sword-shield,scarlet-violet
heatmor,lick,Lick,1,sword-shield,scarlet-violet
heatmor,amnesia,Amnesia,45,sword-shield,scarlet-violet
heatmor,fury-swipes,Fury Swipes,5,sword-shield,scarlet-violet
heatmor,slash,Slash,25,sword-shield,scarlet-violet
heatmor,stockpile,Stockpile,20,sword-shield,scarlet-violet
heatmor,spit-up,Spit Up,20,sword-shield,scarlet-violet
heatmor,swallow,Swallow,20,sword-shield,scarlet-violet
heatmor,flare-blitz,Flare Blitz,60,sword-shield,scarlet-violet
heatmor,bug-bite,Bug Bite,15,sword-shield,scarlet-violet
heatmor,hone-claws,Hone Claws,40,sword-shield,scarlet-violet
heatmor,incinerate,Incinerate,10,sword-shield,scarlet-violet
heatmor,inferno,Inferno,55,sword-shield,scarlet-violet
heatmor,fire-lash,Fire Lash,35,sword-shield,scarlet-violet
durant,vice-grip,Vice Grip,4,sword-shield,scarlet-violet
durant,guillotine,Guillotine,56,sword-shield,scarlet-violet
durant,sand-attack,Sand Attack,1,sword-shield,scarlet-violet
durant,bite,Bite,20,sword-shield,scarlet-violet
durant,dig,Dig,28,sword-shield,scarlet-violet
durant,agility,Agility,24,sword-shield,scarlet-violet
durant,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
durant,metal-claw,Metal Claw,8,sword-shield,scarlet-violet
durant,crunch,Crunch,36,sword-shield,scarlet-violet
durant,beat-up,Beat Up,12,sword-shield,scarlet-violet
durant,metal-sound,Metal Sound,40,sword-shield,scarlet-violet
durant,iron-defense,Iron Defense,52,sword-shield,scarlet-violet
durant,x-scissor,X Scissor,32,sword-shield,scarlet-violet
durant,iron-head,Iron Head,44,sword-shield,scarlet-violet
durant,bug-bite,Bug Bite,16,sword-shield,scarlet-violet
durant,entrainment,Entrainment,48,sword-shield,scarlet-violet
virizion,take-down,Take Down,42,sword-shield,scarlet-violet
landorus-incarnate,swords-dance,Swords Dance,25,sword-shield,scarlet-violet
landorus-incarnate,rock-throw,Rock Throw,1,sword-shield,scarlet-violet
genesect,quick-attack,Quick Attack,1,sword-shield,scarlet-violet
genesect,screech,Screech,7,sword-shield,scarlet-violet
genesect,self-destruct,Self Destruct,91,sword-shield,scarlet-violet
genesect,zap-cannon,Zap Cannon,70,sword-shield,scarlet-violet
genesect,lock-on,Lock On,77,sword-shield,scarlet-violet
genesect,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
genesect,metal-claw,Metal Claw,14,sword-shield,scarlet-violet
genesect,metal-sound,Metal Sound,35,sword-shield,scarlet-violet
genesect,magnet-rise,Magnet Rise,49,sword-shield,scarlet-violet
genesect,x-scissor,X Scissor,42,sword-shield,scarlet-violet
genesect,bug-buzz,Bug Buzz,56,sword-shield,scarlet-violet
genesect,flame-charge,Flame Charge,28,sword-shield,scarlet-violet
genesect,simple-beam,Simple Beam,63,sword-shield,scarlet-violet
genesect,techno-blast,Techno Blast,84,sword-shield,scarlet-violet
genesect,fell-stinger,Fell Stinger,21,sword-shield,scarlet-violet
bunnelby,swords-dance,Swords Dance,33,sword-shield,scarlet-violet
bunnelby,double-kick,Double Kick,18,sword-shield,scarlet-violet
bunnelby,tackle,Tackle,3,sword-shield,scarlet-violet
bunnelby,take-down,Take Down,30,sword-shield,scarlet-violet
bunnelby,leer,Leer,1,sword-shield,scarlet-violet
bunnelby,earthquake,Earthquake,36,sword-shield,scarlet-violet
bunnelby,dig,Dig,24,sword-shield,scarlet-violet
bunnelby,quick-attack,Quick Attack,9,sword-shield,scarlet-violet
bunnelby,super-fang,Super Fang,39,sword-shield,scarlet-violet
bunnelby,flail,Flail,15,sword-shield,scarlet-violet
bunnelby,mud-slap,Mud Slap,1,sword-shield,scarlet-violet
bunnelby,bounce,Bounce,27,sword-shield,scarlet-violet
bunnelby,mud-shot,Mud Shot,12,sword-shield,scarlet-violet
bunnelby,bulldoze,Bulldoze,21,sword-shield,scarlet-violet
bunnelby,laser-focus,Laser Focus,6,sword-shield,scarlet-violet
diggersby,swords-dance,Swords Dance,43,sword-shield,scarlet-violet
diggersby,double-kick,Double Kick,18,sword-shield,scarlet-violet
diggersby,tackle,Tackle,1,sword-shield,scarlet-violet
diggersby,take-down,Take Down,38,sword-shield,scarlet-violet
diggersby,leer,Leer,1,sword-shield,scarlet-violet
diggersby,earthquake,Earthquake,48,sword-shield,scarlet-violet
diggersby,dig,Dig,28,sword-shield,scarlet-violet
diggersby,quick-attack,Quick Attack,9,sword-shield,scarlet-violet
diggersby,super-fang,Super Fang,53,sword-shield,scarlet-violet
diggersby,flail,Flail,15,sword-shield,scarlet-violet
diggersby,mud-slap,Mud Slap,1,sword-shield,scarlet-violet
diggersby,bounce,Bounce,33,sword-shield,scarlet-violet
diggersby,mud-shot,Mud Shot,12,sword-shield,scarlet-violet
diggersby,hammer-arm,Hammer Arm,58,sword-shield,scarlet-violet
diggersby,bulldoze,Bulldoze,23,sword-shield,scarlet-violet
diggersby,laser-focus,Laser Focus,1,sword-shield,scarlet-violet
pancham,tackle,Tackle,1,sword-shield,scarlet-violet
pancham,body-slam,Body Slam,36,sword-shield,scarlet-violet
pancham,leer,Leer,1,sword-shield,scarlet-violet
pancham,slash,Slash,24,sword-shield,scarlet-violet
pancham,vital-throw,Vital Throw,28,sword-shield,scarlet-violet
pancham,crunch,Crunch,33,sword-shield,scarlet-violet
pancham,taunt,Taunt,8,sword-shield,scarlet-violet
pancham,arm-thrust,Arm Thrust,4,sword-shield,scarlet-violet
pancham,low-sweep,Low Sweep,16,sword-shield,scarlet-violet
pancham,entrainment,Entrainment,44,sword-shield,scarlet-violet
pancham,circle-throw,Circle Throw,12,sword-shield,scarlet-violet
pancham,work-up,Work Up,20,sword-shield,scarlet-violet
pancham,parting-shot,Parting Shot,40,sword-shield,scarlet-violet
pangoro,tackle,Tackle,1,sword-shield,scarlet-violet
pangoro,body-slam,Body Slam,40,sword-shield,scarlet-violet
pangoro,leer,Leer,1,sword-shield,scarlet-violet
pangoro,slash,Slash,24,sword-shield,scarlet-violet
pangoro,vital-throw,Vital Throw,28,sword-shield,scarlet-violet
pangoro,crunch,Crunch,35,sword-shield,scarlet-violet
pangoro,taunt,Taunt,1,sword-shield,scarlet-violet
pangoro,arm-thrust,Arm Thrust,1,sword-shield,scarlet-violet
pangoro,hammer-arm,Hammer Arm,58,sword-shield,scarlet-violet
pangoro,night-slash,Night Slash,0,sword-shield,scarlet-violet
pangoro,bullet-punch,Bullet Punch,1,sword-shield,scarlet-violet
pangoro,low-sweep,Low Sweep,16,sword-shield,scarlet-violet
pangoro,entrainment,Entrainment,52,sword-shield,scarlet-violet
pangoro,circle-throw,Circle Throw,12,sword-shield,scarlet-violet
pangoro,work-up,Work Up,20,sword-shield,scarlet-violet
pangoro,parting-shot,Parting Shot,46,sword-shield,scarlet-violet
honedge,swords-dance,Swords Dance,44,sword-shield,scarlet-violet
honedge,tackle,Tackle,1,sword-shield,scarlet-violet
honedge,slash,Slash,20,sword-shield,scarlet-violet
honedge,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
honedge,metal-sound,Metal Sound,16,sword-shield,scarlet-violet
honedge,aerial-ace,Aerial Ace,12,sword-shield,scarlet-violet
honedge,iron-defense,Iron Defense,32,sword-shield,scarlet-violet
honedge,power-trick,Power Trick,40,sword-shield,scarlet-violet
honedge,night-slash,Night Slash,24,sword-shield,scarlet-violet
honedge,shadow-sneak,Shadow Sneak,4,sword-shield,scarlet-violet
honedge,iron-head,Iron Head,36,sword-shield,scarlet-violet
honedge,autotomize,Autotomize,8,sword-shield,scarlet-violet
honedge,retaliate,Retaliate,28,sword-shield,scarlet-violet
honedge,sacred-sword,Sacred Sword,48,sword-shield,scarlet-violet
doublade,swords-dance,Swords Dance,50,sword-shield,scarlet-violet
doublade,tackle,Tackle,1,sword-shield,scarlet-violet
doublade,slash,Slash,20,sword-shield,scarlet-violet
doublade,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
doublade,metal-sound,Metal Sound,16,sword-shield,scarlet-violet
doublade,aerial-ace,Aerial Ace,12,sword-shield,scarlet-violet
doublade,iron-defense,Iron Defense,32,sword-shield,scarlet-violet
doublade,power-trick,Power Trick,44,sword-shield,scarlet-violet
doublade,night-slash,Night Slash,24,sword-shield,scarlet-violet
doublade,shadow-sneak,Shadow Sneak,1,sword-shield,scarlet-violet
doublade,iron-head,Iron Head,38,sword-shield,scarlet-violet
doublade,autotomize,Autotomize,1,sword-shield,scarlet-violet
doublade,retaliate,Retaliate,28,sword-shield,scarlet-violet
doublade,sacred-sword,Sacred Sword,56,sword-shield,scarlet-violet
aegislash-shield,swords-dance,Swords Dance,1,sword-shield,scarlet-violet
aegislash-shield,tackle,Tackle,1,sword-shield,scarlet-violet
aegislash-shield,slash,Slash,1,sword-shield,scarlet-violet
aegislash-shield,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
aegislash-shield,metal-sound,Metal Sound,1,sword-shield,scarlet-violet
aegislash-shield,aerial-ace,Aerial Ace,1,sword-shield,scarlet-violet
aegislash-shield,iron-defense,Iron Defense,1,sword-shield,scarlet-violet
aegislash-shield,power-trick,Power Trick,1,sword-shield,scarlet-violet
aegislash-shield,night-slash,Night Slash,1,sword-shield,scarlet-violet
aegislash-shield,shadow-sneak,Shadow Sneak,1,sword-shield,scarlet-violet
aegislash-shield,iron-head,Iron Head,1,sword-shield,scarlet-violet
aegislash-shield,head-smash,Head Smash,1,sword-shield,scarlet-violet
aegislash-shield,autotomize,Autotomize,1,sword-shield,scarlet-violet
aegislash-shield,retaliate,Retaliate,1,sword-shield,scarlet-violet
aegislash-shield,sacred-sword,Sacred Sword,1,sword-shield,scarlet-violet
aegislash-shield,kings-shield,Kings Shield,0,sword-shield,scarlet-violet
aromatisse,psychic,Psychic,27,sword-shield,scarlet-violet
aromatisse,flail,Flail,21,sword-shield,scarlet-violet
aromatisse,sweet-kiss,Sweet Kiss,1,sword-shield,scarlet-violet
aromatisse,charm,Charm,30,sword-shield,scarlet-violet
aromatisse,attract,Attract,18,sword-shield,scarlet-violet
aromatisse,sweet-scent,Sweet Scent,1,sword-shield,scarlet-violet
aromatisse,psych-up,Psych Up,42,sword-shield,scarlet-violet
aromatisse,skill-swap,Skill Swap,39,sword-shield,scarlet-violet
aromatisse,aromatherapy,Aromatherapy,12,sword-shield,scarlet-violet
aromatisse,calm-mind,Calm Mind,33,sword-shield,scarlet-violet
aromatisse,echoed-voice,Echoed Voice,1,sword-shield,scarlet-violet
aromatisse,heal-pulse,Heal Pulse,1,sword-shield,scarlet-violet
aromatisse,disarming-voice,Disarming Voice,9,sword-shield,scarlet-violet
aromatisse,draining-kiss,Draining Kiss,15,sword-shield,scarlet-violet
aromatisse,misty-terrain,Misty Terrain,24,sword-shield,scarlet-violet
aromatisse,fairy-wind,Fairy Wind,1,sword-shield,scarlet-violet
aromatisse,moonblast,Moonblast,36,sword-shield,scarlet-violet
aromatisse,aromatic-mist,Aromatic Mist,1,sword-shield,scarlet-violet
swirlix,tackle,Tackle,1,sword-shield,scarlet-violet
swirlix,string-shot,String Shot,21,sword-shield,scarlet-violet
swirlix,cotton-spore,Cotton Spore,24,sword-shield,scarlet-violet
swirlix,sweet-scent,Sweet Scent,1,sword-shield,scarlet-violet
swirlix,wish,Wish,30,sword-shield,scarlet-violet
swirlix,endeavor,Endeavor,39,sword-shield,scarlet-violet
swirlix,aromatherapy,Aromatherapy,9,sword-shield,scarlet-violet
swirlix,fake-tears,Fake Tears,15,sword-shield,scarlet-violet
swirlix,energy-ball,Energy Ball,27,sword-shield,scarlet-violet
swirlix,round,Round,18,sword-shield,scarlet-violet
swirlix,cotton-guard,Cotton Guard,36,sword-shield,scarlet-violet
swirlix,draining-kiss,Draining Kiss,12,sword-shield,scarlet-violet
swirlix,play-rough,Play Rough,33,sword-shield,scarlet-violet
swirlix,fairy-wind,Fairy Wind,6,sword-shield,scarlet-violet
swirlix,play-nice,Play Nice,3,sword-shield,scarlet-violet
slurpuff,tackle,Tackle,1,sword-shield,scarlet-violet
slurpuff,string-shot,String Shot,21,sword-shield,scarlet-violet
slurpuff,cotton-spore,Cotton Spore,24,sword-shield,scarlet-violet
slurpuff,sweet-scent,Sweet Scent,1,sword-shield,scarlet-violet
slurpuff,wish,Wish,30,sword-shield,scarlet-violet
slurpuff,endeavor,Endeavor,39,sword-shield,scarlet-violet
slurpuff,aromatherapy,Aromatherapy,9,sword-shield,scarlet-violet
slurpuff,fake-tears,Fake Tears,15,sword-shield,scarlet-violet
slurpuff,energy-ball,Energy Ball,27,sword-shield,scarlet-violet
slurpuff,round,Round,18,sword-shield,scarlet-violet
slurpuff,cotton-guard,Cotton Guard,36,sword-shield,scarlet-violet
slurpuff,sticky-web,Sticky Web,42,sword-shield,scarlet-violet
slurpuff,draining-kiss,Draining Kiss,12,sword-shield,scarlet-violet
slurpuff,play-rough,Play Rough,33,sword-shield,scarlet-violet
slurpuff,fairy-wind,Fairy Wind,1,sword-shield,scarlet-violet
slurpuff,play-nice,Play Nice,1,sword-shield,scarlet-violet
binacle,scratch,Scratch,1,sword-shield,scarlet-violet
binacle,water-gun,Water Gun,8,sword-shield,scarlet-violet
binacle,withdraw,Withdraw,4,sword-shield,scarlet-violet
binacle,fury-swipes,Fury Swipes,16,sword-shield,scarlet-violet
binacle,slash,Slash,28,sword-shield,scarlet-violet
binacle,mud-slap,Mud Slap,1,sword-shield,scarlet-violet
binacle,fury-cutter,Fury Cutter,12,sword-shield,scarlet-violet
binacle,cross-chop,Cross Chop,44,sword-shield,scarlet-violet
binacle,ancient-power,Ancient Power,20,sword-shield,scarlet-violet
binacle,rock-polish,Rock Polish,24,sword-shield,scarlet-violet
binacle,hone-claws,Hone Claws,32,sword-shield,scarlet-violet
binacle,shell-smash,Shell Smash,40,sword-shield,scarlet-violet
binacle,razor-shell,Razor Shell,36,sword-shield,scarlet-violet
clauncher,vice-grip,Vice Grip,5,sword-shield,scarlet-violet
helioptile,pound,Pound,4,sword-shield,scarlet-violet
helioptile,tail-whip,Tail Whip,1,sword-shield,scarlet-violet
helioptile,thunder-shock,Thunder Shock,8,sword-shield,scarlet-violet
helioptile,thunderbolt,Thunderbolt,36,sword-shield,scarlet-violet
helioptile,thunder-wave,Thunder Wave,32,sword-shield,scarlet-violet
helioptile,thunder,Thunder,44,sword-shield,scarlet-violet
helioptile,quick-attack,Quick Attack,12,sword-shield,scarlet-violet
helioptile,mud-slap,Mud Slap,1,sword-shield,scarlet-violet
helioptile,charge,Charge,16,sword-shield,scarlet-violet
helioptile,volt-switch,Volt Switch,24,sword-shield,scarlet-violet
helioptile,bulldoze,Bulldoze,20,sword-shield,scarlet-violet
helioptile,parabolic-charge,Parabolic Charge,28,sword-shield,scarlet-violet
helioptile,electrify,Electrify,40,sword-shield,scarlet-violet
spritzee,psychic,Psychic,27,sword-shield,scarlet-violet
